Type,Age,Gender,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt,AdoptionSpeed,ColorName_x,ColorName_y,ColorName,BreedName_x,BreedName_y,StateName_x
1,4,2.0,2.0,1,2,2,2,1,3,0,41401,0,0,4,6,8,3,51,51,1
1,2,2.0,2.0,2,2,2,2,1,6,0,41326,0,6,2,6,5,1,51,51,0
2,1,3.0,1.0,3,2,2,2,1,3,0,41401,0,0,4,6,1,7,70,45,1
1,10,2.0,2.0,1,1,1,1,1,1,0,41401,0,5,2,6,5,3,1,51,1
1,1,2.0,2.0,1,2,1,2,1,3,0,41326,0,4,2,6,5,3,51,51,0
2,36,3.0,2.0,1,2,2,2,2,3,0,41326,0,5,3,5,8,3,110,110,0
1,11,3.0,2.0,1,3,3,3,1,5,0,41327,0,7,4,6,5,1,51,84,2
2,3,1.0,0.0,1,2,1,2,1,1,0,41326,0,5,2,5,7,2,55,78,0
2,2,2.0,1.0,1,2,2,2,1,1,0,41326,0,4,4,5,7,3,110,94,0
1,2,1.0,1.0,2,2,2,2,2,1,0,41326,0,3,1,5,1,3,51,34,0
2,24,3.0,2.0,2,3,3,1,1,10,0,41327,0,10,4,6,5,3,32,55,2
1,24,2.0,2.0,1,1,1,1,1,1,0,41326,0,7,4,6,5,3,83,51,0
1,2,1.0,2.0,1,2,2,2,1,8,0,41326,0,7,2,6,5,3,51,51,0
2,1,3.0,2.0,1,2,2,2,1,2,0,41401,0,3,1,6,8,3,110,110,1
2,36,2.0,2.0,1,1,1,1,1,1,0,41326,0,4,4,6,8,3,110,32,0
1,8,1.0,2.0,3,2,1,2,1,1,0,41361,0,1,1,5,8,1,108,108,5
1,2,2.0,2.0,2,1,1,2,1,4,0,41401,0,8,3,6,5,2,51,51,1
2,4,1.0,2.0,2,1,1,2,1,1,0,41326,0,0,2,4,8,7,47,78,0
1,0,2.0,2.0,1,2,2,2,1,1,0,41336,0,1,4,5,1,3,66,66,3
1,3,1.0,2.0,1,1,1,2,1,1,0,41401,0,3,2,4,1,3,51,68,1
2,1,2.0,0.0,1,2,1,2,1,1,30,41326,0,5,1,6,1,2,110,109,0
2,4,1.0,2.0,1,2,2,2,1,1,0,41401,0,3,3,5,1,3,55,110,1
1,4,3.0,2.0,1,2,1,2,1,2,0,41326,0,5,3,6,5,1,106,51,0
1,2,3.0,2.0,1,1,1,2,1,2,0,41401,0,5,4,5,8,1,51,51,1
2,3,3.0,2.0,2,2,2,2,1,2,0,41336,0,1,3,6,8,3,74,74,3
1,2,2.0,2.0,1,2,1,2,1,1,0,41326,0,1,2,6,5,3,66,66,0
1,24,2.0,1.0,2,1,1,1,1,1,0,41326,0,4,3,5,1,3,87,51,0
1,12,3.0,0.0,2,1,1,3,1,3,0,41401,0,2,4,6,5,2,66,66,1
2,6,2.0,2.0,1,1,1,1,1,1,0,41401,0,4,2,6,4,1,110,93,1
1,1,3.0,2.0,2,2,2,2,1,7,0,41326,1,10,3,6,4,8,51,51,0
1,84,1.0,2.0,2,1,1,1,1,1,10,41401,0,2,2,6,5,3,66,66,1
1,10,1.0,2.0,2,1,1,2,1,3,0,41326,1,12,4,6,4,3,51,51,0
1,2,2.0,2.0,2,3,3,3,1,4,0,41324,0,4,4,6,5,3,51,51,8
2,20,2.0,1.0,1,2,1,1,1,1,30,41326,0,3,4,5,1,3,110,78,0
2,2,2.0,2.0,2,2,1,2,1,1,50,41326,0,7,3,6,7,3,45,74,0
1,7,2.0,2.0,1,1,1,3,1,1,0,41336,0,0,4,6,5,2,51,51,3
2,2,2.0,2.0,2,2,2,2,1,5,0,41401,0,4,1,6,5,2,74,74,1
1,6,1.0,2.0,1,1,1,2,1,1,0,41326,0,3,3,5,1,3,66,66,0
2,8,2.0,2.0,3,2,2,2,1,1,0,41326,0,4,0,5,1,3,107,70,0
2,3,2.0,2.0,2,1,1,1,1,1,200,41401,0,2,1,6,5,3,47,9,1
1,2,2.0,2.0,1,2,2,3,1,3,0,41326,0,8,3,6,5,2,51,51,0
1,1,2.0,1.0,1,2,1,2,1,1,50,41327,0,2,4,6,5,7,51,51,2
1,2,1.0,2.0,2,2,1,2,1,1,0,41326,0,4,3,6,5,3,51,51,0
2,2,1.0,2.0,3,2,1,2,1,1,50,41326,2,10,1,6,7,3,45,55,0
1,12,2.0,3.0,1,1,1,1,1,1,0,41326,0,1,4,6,1,3,51,51,0
2,3,2.0,2.0,1,2,1,2,1,1,0,41326,0,5,1,5,1,3,55,78,0
1,2,1.0,2.0,1,2,2,2,1,1,0,41401,0,2,1,8,1,3,51,51,1
2,14,2.0,3.0,3,1,1,1,1,1,0,41326,0,2,4,6,8,3,45,110,0
1,2,1.0,1.0,1,1,1,2,1,1,0,41330,0,2,3,5,8,1,51,51,4
2,12,2.0,2.0,2,2,1,1,1,2,0,41326,0,6,2,6,5,8,32,32,0
2,2,3.0,1.0,2,2,2,2,1,4,0,41401,0,1,2,6,8,3,74,110,1
2,1,3.0,0.0,3,3,3,3,1,4,0,41332,0,6,1,8,7,2,74,109,7
2,2,3.0,2.0,2,2,2,2,1,5,0,41326,0,5,3,6,7,3,55,69,0
2,2,2.0,2.0,2,1,1,2,1,1,0,41401,0,11,2,5,4,1,93,110,1
1,24,2.0,2.0,2,3,3,3,1,1,0,41401,0,5,2,6,5,3,51,120,1
2,1,3.0,1.0,2,2,2,2,1,6,0,41330,0,1,4,6,8,3,74,74,4
2,2,2.0,0.0,2,2,1,2,1,2,100,41326,0,10,1,6,7,2,110,74,0
2,1,2.0,2.0,1,2,1,2,1,1,0,41326,0,6,3,6,4,3,32,110,0
2,31,2.0,2.0,2,1,1,2,1,2,0,41326,0,23,3,6,4,3,32,74,0
2,1,3.0,0.0,1,2,2,2,1,2,0,41401,0,2,1,8,1,2,55,110,1
2,2,3.0,1.0,2,1,1,2,1,3,0,41401,0,4,1,5,7,3,45,70,1
1,3,1.0,2.0,3,2,2,2,1,1,0,41326,0,6,3,5,4,3,114,51,0
1,2,3.0,0.0,1,1,1,2,1,6,0,41401,0,5,4,6,5,2,2,51,1
2,5,2.0,3.0,2,2,2,2,1,1,0,41401,0,4,3,6,5,3,9,74,1
2,3,2.0,1.0,1,2,2,2,1,1,50,41326,0,1,2,8,1,3,78,62,0
2,1,1.0,2.0,2,2,1,2,1,2,0,41401,0,15,3,8,1,3,74,74,1
1,4,2.0,2.0,2,1,1,3,1,2,0,41326,0,5,3,6,7,3,51,51,0
2,5,2.0,2.0,2,3,3,3,1,1,0,41401,0,13,1,6,7,3,66,66,1
2,1,3.0,2.0,2,2,1,2,1,2,0,41326,0,2,1,5,4,3,110,110,0
2,3,3.0,2.0,2,1,1,2,1,2,0,41401,0,11,3,6,1,3,110,74,1
2,36,1.0,2.0,2,3,1,1,1,1,0,41326,0,4,4,5,7,3,74,62,0
2,3,1.0,1.0,3,2,2,2,1,1,200,41326,0,12,1,4,7,3,16,74,0
2,2,2.0,1.0,1,2,2,2,1,3,0,41401,0,4,1,6,7,3,110,110,1
1,12,1.0,2.0,1,1,1,1,1,1,0,41326,0,3,4,6,5,3,51,68,0
2,4,2.0,2.0,1,2,2,2,1,1,0,41401,1,2,1,6,7,3,55,110,1
2,2,3.0,1.0,2,2,2,2,1,2,0,41326,0,2,1,5,4,1,74,110,0
1,24,2.0,2.0,2,3,3,1,1,1,0,41326,0,2,2,6,7,3,66,66,0
1,24,2.0,2.0,2,1,1,1,1,1,0,41326,0,3,3,6,5,3,66,66,0
2,1,3.0,1.0,1,2,2,2,1,3,0,41326,0,5,2,6,5,7,110,47,0
2,3,2.0,2.0,2,2,1,2,1,2,0,41401,0,6,1,6,5,2,55,93,1
1,5,2.0,2.0,2,2,2,1,1,1,0,41336,0,1,4,6,5,1,51,51,3
2,1,2.0,1.0,1,2,2,2,1,4,0,41401,0,2,4,6,5,3,66,66,1
2,2,3.0,3.0,2,1,1,2,1,3,0,41401,0,6,1,5,7,3,74,70,1
2,2,3.0,2.0,1,2,2,2,1,5,0,41326,0,10,1,6,1,3,110,74,0
1,1,2.0,2.0,1,2,2,2,1,1,0,41326,0,4,3,6,5,3,51,51,0
2,1,3.0,0.0,2,2,2,2,1,4,0,41401,0,3,2,6,8,2,66,66,1
1,9,2.0,0.0,1,1,1,2,1,1,0,41326,0,4,3,5,1,2,54,87,0
1,2,2.0,3.0,1,3,3,3,1,3,0,41326,0,1,2,6,5,3,51,51,0
1,48,2.0,2.0,2,3,3,3,1,9,200,41401,0,3,4,6,5,3,51,51,1
2,3,1.0,2.0,1,1,3,2,1,4,0,41330,1,5,3,6,5,3,110,110,4
2,3,3.0,2.0,2,2,1,2,1,4,0,41401,0,7,2,6,8,7,45,110,1
2,4,2.0,1.0,1,2,2,2,1,1,0,41326,0,3,3,5,8,1,60,110,0
1,1,3.0,2.0,1,1,1,1,1,4,8,41401,0,4,2,6,5,1,51,59,1
1,2,3.0,2.0,1,1,1,2,1,2,0,41326,0,8,3,6,4,1,59,51,0
1,60,1.0,2.0,2,1,1,2,1,1,0,41336,0,2,2,6,5,3,51,51,3
1,1,2.0,0.0,1,2,2,2,1,7,0,41336,0,7,2,6,5,2,51,51,3
2,10,2.0,2.0,1,1,1,1,1,1,0,41326,0,2,3,6,8,3,110,93,0
2,5,2.0,0.0,1,2,1,1,1,1,0,41401,0,3,3,6,5,2,110,32,1
2,4,2.0,2.0,1,2,2,2,1,1,0,41326,0,1,4,6,4,3,32,110,0
1,76,2.0,2.0,1,1,1,2,1,2,0,41326,2,3,4,6,4,2,51,51,0
1,12,2.0,1.0,2,3,1,1,1,1,0,41326,0,1,1,6,5,4,100,51,0
2,3,2.0,2.0,2,2,1,2,1,1,0,41401,0,0,4,4,8,1,110,110,1
2,1,3.0,2.0,2,2,2,2,1,2,0,41401,0,5,1,6,5,3,74,74,1
1,18,2.0,3.0,1,1,1,1,1,4,0,41327,0,3,4,6,5,8,51,51,2
2,2,2.0,1.0,1,1,2,2,1,2,0,41326,0,5,3,5,7,3,110,110,0
1,2,2.0,2.0,2,2,2,2,1,2,0,41326,0,9,3,6,4,1,83,51,0
1,1,2.0,2.0,1,2,2,2,1,1,0,41325,0,1,2,6,5,3,84,51,6
2,1,1.0,2.0,2,2,1,2,1,1,40,41326,0,5,3,4,1,3,74,62,0
1,3,2.0,2.0,2,2,1,2,1,1,150,41401,0,8,1,1,7,3,83,87,1
1,2,3.0,0.0,2,2,2,2,1,6,0,41326,0,1,2,6,5,2,84,68,0
2,8,2.0,2.0,3,2,2,2,1,1,100,41326,0,4,1,6,5,7,70,107,0
1,9,2.0,2.0,2,1,1,1,1,1,0,41326,0,7,2,6,5,3,51,68,0
2,21,1.0,3.0,3,1,1,2,2,1,0,41326,0,1,4,1,7,3,45,78,0
1,4,1.0,3.0,2,2,1,2,1,1,0,41326,0,12,2,6,5,4,52,51,0
1,3,3.0,3.0,2,1,1,2,1,3,0,41326,0,7,3,6,7,3,120,114,0
1,24,2.0,3.0,1,2,2,2,1,3,0,41336,1,5,3,5,1,2,66,66,3
2,1,2.0,2.0,2,2,2,2,1,1,0,41401,0,8,2,6,8,3,74,74,1
2,12,2.0,0.0,2,3,3,3,1,1,0,41324,0,1,4,6,5,2,74,74,8
1,72,2.0,2.0,2,1,1,2,1,1,0,41326,0,1,3,6,5,2,104,104,0
2,5,3.0,2.0,2,1,1,2,1,2,0,41326,0,5,3,6,5,3,66,66,0
1,12,1.0,2.0,1,2,2,1,1,1,0,41401,0,1,4,5,8,3,66,66,1
2,12,2.0,2.0,1,1,1,1,1,1,0,41326,0,9,4,6,7,3,74,74,0
1,2,2.0,2.0,1,2,1,2,1,1,80,41326,0,3,4,5,8,2,51,51,0
2,12,3.0,0.0,2,2,2,2,1,4,25,41326,0,1,3,6,4,2,119,109,0
2,3,1.0,2.0,1,1,1,2,1,1,0,41326,1,4,3,6,7,3,110,110,0
2,2,2.0,2.0,1,2,2,2,1,1,0,41401,0,4,2,6,4,7,110,55,1
2,3,2.0,1.0,2,2,2,2,1,2,100,41326,0,3,3,6,5,1,110,45,0
1,72,1.0,2.0,2,3,3,3,1,1,0,41326,0,2,4,4,8,3,51,84,0
2,3,2.0,0.0,2,2,1,2,1,1,0,41401,0,1,1,6,5,2,55,74,1
2,5,1.0,0.0,3,1,1,2,1,1,0,41326,0,5,3,6,7,2,9,45,0
2,2,1.0,1.0,2,2,2,2,1,2,0,41361,0,2,4,8,1,2,66,74,5
1,4,2.0,2.0,2,1,1,2,1,2,0,41330,0,2,2,6,5,3,51,51,4
2,2,3.0,2.0,2,2,1,2,1,5,0,41401,0,6,2,6,5,3,74,78,1
2,6,2.0,0.0,2,3,1,2,1,1,0,41326,0,1,4,6,5,2,119,110,0
2,12,2.0,2.0,3,1,1,1,1,1,0,41326,0,4,3,6,1,3,9,45,0
2,4,2.0,2.0,2,1,1,2,1,2,0,41401,0,11,2,4,1,2,74,55,1
2,4,3.0,3.0,3,1,1,2,1,2,0,41326,0,5,4,6,5,3,24,123,0
2,2,3.0,1.0,1,2,2,2,1,2,0,41326,0,13,1,1,7,3,110,110,0
2,4,3.0,0.0,1,2,2,2,1,2,0,41326,0,4,4,6,8,2,110,110,0
1,1,3.0,1.0,2,3,3,3,1,6,0,41327,0,2,4,6,5,1,66,66,2
2,72,1.0,2.0,2,3,3,3,1,1,0,41401,0,1,4,5,4,8,39,47,1
2,13,2.0,2.0,3,1,1,2,1,1,0,41326,0,4,2,6,4,3,45,9,0
2,1,2.0,1.0,2,2,1,2,1,1,0,41401,0,2,1,6,5,2,66,66,1
2,2,3.0,2.0,1,2,1,2,1,2,50,41401,0,4,4,6,8,7,10,55,1
2,6,2.0,2.0,2,1,1,2,1,1,100,41326,0,1,0,5,8,3,70,9,0
1,24,1.0,2.0,2,1,1,1,1,1,200,41326,0,2,2,6,5,1,1,63,0
2,10,3.0,2.0,1,1,1,1,1,2,100,41330,0,5,3,6,4,3,26,32,4
2,10,2.0,3.0,2,2,2,2,1,1,0,41401,0,1,1,6,5,8,74,45,1
2,7,2.0,2.0,2,1,1,2,1,1,0,41326,0,5,4,6,7,3,9,74,0
2,24,3.0,2.0,2,1,1,1,1,2,0,41401,0,5,0,5,7,3,78,74,1
1,7,2.0,0.0,2,1,1,1,1,1,0,41401,0,4,4,5,1,2,76,51,1
2,1,3.0,1.0,2,2,2,2,1,5,0,41326,0,2,3,5,8,7,74,26,0
2,8,2.0,0.0,1,2,2,1,1,1,0,41326,0,6,2,6,5,2,97,39,0
2,12,2.0,3.0,1,1,1,1,1,1,100,41326,0,1,4,6,5,2,66,66,0
1,24,3.0,2.0,1,2,2,1,1,4,8,41326,0,4,3,5,8,1,51,83,0
2,3,2.0,1.0,2,2,1,2,1,1,0,41326,0,2,4,6,5,4,45,74,0
1,1,3.0,2.0,1,2,2,2,1,2,100,41326,0,6,3,6,5,3,108,51,0
1,2,2.0,0.0,1,2,2,2,1,1,0,41325,0,5,2,6,4,2,84,51,6
2,4,2.0,2.0,2,2,1,2,1,1,0,41401,0,1,3,6,5,4,110,32,1
2,5,3.0,2.0,2,2,2,2,1,3,0,41326,0,12,3,1,7,3,74,110,0
2,3,1.0,1.0,2,2,3,2,1,2,0,41336,0,2,4,5,8,3,103,69,3
1,3,2.0,2.0,1,1,1,3,1,1,0,41326,0,2,1,6,5,2,43,51,0
1,1,3.0,2.0,1,1,1,2,1,4,0,41326,0,8,3,6,5,3,51,51,0
1,1,2.0,2.0,1,2,2,2,1,1,0,41325,0,1,2,6,8,3,84,51,6
2,2,3.0,1.0,1,2,1,2,1,3,0,41401,0,11,1,6,1,7,98,78,1
1,12,1.0,2.0,2,2,2,2,1,1,0,41367,0,7,4,6,5,3,51,51,11
2,2,1.0,1.0,2,2,1,2,1,1,0,41326,0,4,1,4,1,3,62,74,0
1,1,2.0,2.0,1,2,2,2,1,1,0,41326,0,5,2,6,5,3,51,51,0
2,10,2.0,3.0,3,1,1,1,1,1,0,41326,0,6,2,1,7,3,107,70,0
1,2,2.0,2.0,2,1,1,2,1,4,0,41401,0,15,0,6,5,1,114,51,1
1,5,2.0,2.0,1,1,2,2,1,1,100,41326,0,1,1,6,5,1,43,51,0
1,24,2.0,2.0,2,1,1,1,1,1,0,41326,0,11,4,6,5,3,66,66,0
1,2,1.0,2.0,1,2,1,2,1,1,80,41326,0,3,4,6,5,3,51,51,0
2,1,3.0,1.0,2,1,1,3,1,2,0,41326,0,3,4,6,5,3,24,119,0
2,1,3.0,2.0,1,2,2,2,1,6,100,41401,0,3,4,6,5,3,110,110,1
2,1,3.0,0.0,1,2,1,2,1,3,0,41326,0,3,4,5,1,2,110,110,0
2,3,1.0,2.0,1,1,1,2,1,1,0,41326,0,4,3,6,7,3,55,110,0
1,84,2.0,2.0,1,1,1,1,1,1,0,41326,0,1,4,6,5,3,106,51,0
2,12,2.0,1.0,1,1,1,1,1,1,0,41327,0,1,3,8,7,3,110,50,2
1,5,2.0,2.0,2,1,1,2,1,1,0,41326,0,2,4,6,7,3,51,81,0
2,7,2.0,1.0,3,1,1,2,2,1,0,41326,0,5,0,4,8,3,9,61,0
2,1,3.0,2.0,2,2,1,2,1,2,0,41401,0,3,2,6,7,3,110,110,1
1,2,2.0,2.0,1,2,2,2,1,1,0,41326,0,6,3,5,1,3,66,66,0
1,2,1.0,2.0,2,1,1,2,1,1,0,41326,0,1,3,6,5,3,51,51,0
2,2,1.0,2.0,2,2,3,2,1,1,20,41326,0,3,1,5,1,7,78,74,0
1,2,1.0,2.0,1,1,1,2,1,1,200,41326,0,8,3,6,5,1,66,66,0
1,3,2.0,3.0,1,1,1,1,1,1,0,41326,0,1,2,6,7,3,51,81,0
1,36,1.0,1.0,2,1,1,1,1,1,0,41326,0,1,0,6,4,3,30,91,0
1,3,2.0,2.0,2,2,1,2,1,4,0,41326,0,5,4,6,5,3,51,51,0
2,2,1.0,3.0,1,2,2,2,1,3,0,41326,0,4,1,6,5,7,110,29,0
1,2,2.0,1.0,2,1,3,3,1,5,0,41326,0,1,0,6,5,2,81,81,0
2,2,1.0,0.0,2,2,2,2,1,2,0,41326,0,5,1,6,5,2,66,66,0
1,2,2.0,3.0,1,2,2,2,1,1,0,41325,5,7,3,6,4,8,84,51,6
2,12,3.0,1.0,1,2,2,2,1,4,0,41326,0,2,4,8,1,7,32,110,0
2,3,2.0,2.0,2,2,2,3,1,1,0,41401,0,9,1,6,5,7,45,74,1
2,1,1.0,2.0,1,2,1,2,1,1,0,41326,0,4,2,6,5,4,49,55,0
2,17,2.0,2.0,3,1,1,2,1,1,0,41326,0,4,1,6,4,7,9,45,0
2,3,3.0,3.0,2,1,1,2,1,6,0,41327,0,2,4,6,5,3,74,45,2
2,3,3.0,1.0,3,2,2,2,1,3,200,41326,0,1,3,6,8,3,45,78,0
1,24,1.0,2.0,1,3,3,1,1,1,0,41401,0,3,3,8,1,3,84,51,1
1,2,3.0,1.0,1,2,2,3,1,6,0,41326,0,4,4,5,8,1,51,51,0
2,9,2.0,2.0,1,2,2,2,1,2,0,41326,0,8,4,5,8,7,66,66,0
2,21,2.0,2.0,1,1,1,2,1,1,0,41326,0,2,3,6,5,8,110,110,0
2,1,3.0,1.0,2,2,2,2,1,2,0,41401,0,3,4,6,7,3,110,74,1
1,1,3.0,2.0,2,2,2,2,1,3,0,41401,0,1,4,6,5,3,51,51,1
2,3,3.0,2.0,2,2,1,2,1,2,0,41401,0,8,4,5,8,3,45,110,1
2,12,3.0,0.0,2,2,2,2,1,3,0,41326,0,5,4,5,1,2,110,9,0
2,1,3.0,2.0,1,2,2,2,1,4,0,41326,0,6,2,4,7,3,66,66,0
2,3,2.0,2.0,1,2,2,2,1,1,0,41326,0,1,3,1,7,3,74,110,0
1,1,2.0,2.0,1,2,2,2,1,1,0,41325,0,4,1,6,5,3,84,51,6
1,2,2.0,2.0,2,2,1,2,1,1,0,41326,0,8,2,5,8,1,84,51,0
2,0,3.0,2.0,1,3,3,3,1,7,0,41326,0,4,4,6,7,3,74,74,0
2,3,1.0,2.0,1,2,1,2,1,1,0,41401,0,0,4,5,4,8,110,110,1
2,2,3.0,0.0,1,2,2,3,1,2,1,41401,0,5,2,6,5,2,110,110,1
2,12,3.0,2.0,1,1,1,1,1,2,0,41401,0,3,2,6,8,3,110,110,1
2,1,3.0,2.0,1,2,2,3,1,3,0,41326,0,2,3,6,8,3,110,110,0
1,2,1.0,2.0,1,2,1,2,1,1,0,41326,0,1,2,6,5,3,51,104,0
1,72,2.0,2.0,3,3,3,2,2,1,0,41401,0,6,0,1,7,3,46,46,1
1,2,2.0,2.0,1,2,1,2,1,2,0,41326,0,5,3,6,5,1,83,51,0
2,1,1.0,2.0,1,2,1,2,1,2,0,41326,0,4,1,6,7,3,110,110,0
2,2,2.0,1.0,2,2,2,2,1,1,0,41326,0,0,4,6,5,7,55,110,0
2,12,2.0,2.0,2,2,1,1,1,2,0,41326,0,14,4,6,5,3,74,110,0
2,12,3.0,2.0,2,1,1,1,1,4,0,41336,0,5,2,6,5,1,78,74,3
2,1,3.0,0.0,3,2,2,2,1,2,0,41336,0,1,2,6,5,2,74,9,3
2,0,3.0,1.0,2,3,3,3,1,3,0,41401,0,1,1,6,5,8,123,74,1
1,2,3.0,2.0,1,2,2,2,1,5,150,41326,0,24,4,6,5,1,51,51,0
1,6,1.0,2.0,2,1,1,2,1,1,0,41326,0,4,4,6,5,3,51,87,0
1,7,1.0,2.0,1,1,1,3,1,1,0,41336,0,2,4,6,5,8,51,51,3
1,2,2.0,2.0,1,3,3,3,1,3,0,41327,0,1,4,5,1,3,51,84,2
2,2,1.0,1.0,1,3,1,2,1,1,0,41401,0,1,2,5,1,3,110,110,1
2,7,2.0,2.0,2,2,2,2,1,1,0,41336,0,3,0,1,7,3,9,70,3
2,2,3.0,1.0,2,2,2,2,1,5,0,41401,0,17,3,1,7,3,73,45,1
1,5,2.0,1.0,2,1,1,2,1,1,0,41326,0,2,2,6,5,3,66,66,0
2,2,2.0,2.0,2,2,2,2,1,1,0,41326,0,3,2,6,4,3,74,74,0
2,3,1.0,2.0,2,2,1,2,1,1,0,41326,0,5,2,6,5,7,74,55,0
2,60,2.0,2.0,2,2,2,2,1,3,0,41324,0,5,1,6,5,2,66,74,8
1,3,2.0,2.0,1,1,1,1,1,1,8,41401,0,5,0,6,5,1,59,51,1
1,1,2.0,2.0,2,2,1,2,1,1,0,41326,0,3,1,6,5,3,66,66,0
1,3,2.0,0.0,1,2,2,2,1,2,0,41326,0,2,4,6,5,2,51,51,0
2,10,2.0,3.0,3,2,2,2,1,1,0,41326,0,3,1,6,7,3,45,9,0
2,5,1.0,1.0,1,2,2,2,1,1,0,41326,0,7,2,4,8,1,110,55,0
2,5,2.0,3.0,1,2,2,2,1,1,0,41326,0,2,3,6,8,3,45,15,0
1,18,1.0,2.0,1,1,1,2,1,1,0,41327,0,4,4,5,1,3,25,51,2
1,0,3.0,1.0,1,2,2,2,1,8,0,41326,0,2,3,6,5,3,51,51,0
1,1,2.0,2.0,1,2,1,2,1,1,100,41326,0,6,3,6,5,3,68,51,0
1,4,2.0,2.0,1,3,1,3,1,4,0,41401,0,5,3,6,5,3,68,51,1
1,2,2.0,2.0,1,2,2,2,1,5,0,41327,0,9,2,6,5,3,51,51,2
2,2,2.0,2.0,3,2,1,2,1,1,50,41326,0,5,0,6,4,3,45,74,0
2,3,1.0,0.0,1,2,2,2,1,1,0,41326,0,5,3,4,8,2,110,74,0
1,6,3.0,2.0,2,3,3,3,1,5,0,41327,0,2,4,6,5,3,51,51,2
2,3,2.0,2.0,2,2,2,2,1,3,0,41401,0,3,1,6,5,4,9,62,1
2,60,2.0,2.0,2,1,1,1,1,1,0,41401,0,2,2,5,4,3,74,32,1
2,18,2.0,3.0,3,2,1,2,1,1,50,41326,0,5,3,5,7,3,66,66,0
1,24,2.0,0.0,1,1,1,2,1,1,0,41330,0,2,4,6,5,2,106,51,4
2,5,2.0,3.0,2,2,2,2,1,1,0,41326,0,1,3,6,8,3,55,110,0
2,2,2.0,1.0,2,3,3,3,1,1,0,41336,0,3,1,6,1,7,39,86,3
1,7,2.0,2.0,2,1,1,2,1,1,200,41326,2,4,1,6,5,3,106,6,0
2,3,2.0,2.0,1,2,2,2,1,2,0,41401,0,1,2,6,8,3,110,110,1
1,3,2.0,2.0,2,3,3,2,1,1,0,41326,0,9,3,6,5,3,68,51,0
2,4,1.0,2.0,1,1,1,2,1,1,0,41326,0,5,1,8,1,3,78,123,0
1,1,2.0,1.0,2,2,2,2,1,1,0,41335,0,6,1,6,8,3,66,66,9
1,2,1.0,2.0,1,1,1,2,1,1,0,41326,0,8,3,5,1,3,51,51,0
2,6,2.0,1.0,2,1,1,1,1,1,0,41326,0,4,2,6,8,3,66,66,0
1,1,3.0,1.0,1,2,2,3,1,6,0,41326,1,5,3,5,4,7,51,51,0
2,4,2.0,2.0,1,2,2,2,1,2,0,41336,0,0,4,6,5,7,74,74,3
2,2,1.0,2.0,2,2,1,2,1,1,0,41326,0,1,1,1,7,3,78,74,0
1,4,1.0,2.0,1,3,3,3,1,1,100,41326,0,5,3,6,5,4,68,68,0
2,5,1.0,2.0,1,1,1,1,1,1,0,41326,0,1,2,6,5,3,110,55,0
2,0,3.0,2.0,1,2,2,2,1,5,0,41401,0,1,2,6,5,3,66,66,1
2,12,1.0,2.0,1,1,1,1,1,1,0,41361,0,3,4,6,7,3,110,110,5
1,1,3.0,2.0,2,2,2,2,1,6,0,41330,0,6,3,6,5,1,51,51,4
2,2,3.0,1.0,1,1,1,2,1,2,0,41326,0,9,2,6,4,3,32,110,0
